58,19,65778.66698086308
34,45,216298.65419965726
4,45,25446.900494077327
76,50,596902.6041820607
46,2,578.0530482605219
12,37,51610.08411317313
60,31,181144.23240598748
35,85,794430.2422765188
90,85,2042820.6229967629
85,56,837422.9377408952
88,65,1168044.148604685
51,47,353928.68676077254
32,4,1608.495438637974
92,9,23411.148454551138
51,57,520558.76110717515
97,73,1623930.0833450605
86,68,1249298.3009971317
2,4,100.53096491487338
54,67,761540.9087860873
29,40,145769.8991265664
88,59,962357.7943888542
23,69,344013.8203460431
46,8,9248.84877216835
84,86,1951758.4183398092
53,57,540972.8301702016
63,57,643043.175485334
16,18,16286.016316209487
37,67,521796.5486126895
21,17,19066.325814636457
100,74,1720336.1371057709
14,68,203374.14202278887
14,86,325293.0697233015
53,32,170500.51649562526
22,94,610700.4791166271
8,62,96610.25728319332
8,49,60343.71169015274
1,51,8171.282491987052
34,51,277823.6047275598
66,72,1074877.076869826
19,49,143316.31526411275
47,66,643184.5471547456
8,9,2035.7520395261859
24,68,348641.38632478093
68,84,1507361.2879336118
63,94,1748824.099288523
94,62,1135170.5230775215
8,41,42248.138005475535
38,55,361126.0755301468
75,74,1290252.102829328
71,57,724699.45173744
63,10,19792.033717615697
86,100,2701769.682087222
78,10,24504.422698000388
96,67,1353850.5045085996
23,79,450953.6342742397
69,39,329707.0074015952
40,33,136847.7759903714
31,13,16458.803912156927
95,60,1074424.6875277092
89,20,111840.69846779664
66,32,212321.39790021259
10,39,47783.62426110075
48,26,101938.39842368162
100,83,2164243.1790580084
63,16,50667.606317096186
65,58,686940.6496339442
78,50,612610.5674500096
62,49,467663.76559868373
44,4,2211.681228127214
91,75,1608102.7395562755
77,96,2229374.677952232
44,94,1221400.9582332543
56,54,513009.51396059885
41,67,578206.9863005478
41,27,93899.06282314532
63,98,1900826.9182398114
80,40,402123.85965949355
4,25,7853.981633974483
35,42,193961.93043263385
90,16,72382.29473870884
3,36,12214.512237157116
77,17,69909.86132033367
53,14,32634.86448549077
25,58,264207.9421669016
57,77,1061710.6620586314
35,61,409145.3192402667
97,76,1760146.3992120605
68,53,600081.8959474936
43,88,1046125.2209041723
97,51,792614.401722744
64,31,193220.51456638664
47,21,65115.79093095565
54,12,24429.024474314232
96,92,2552682.2611184646
64,92,1701788.1740789765
96,59,1049844.8666060227
83,86,1928523.199073859
87,58,919443.6387408176
13,63,162096.75614727256
61,74,1049405.0436345201
83,64,1068040.971255615
33,22,50177.51786313617
45,90,1145110.5222334797
30,5,2356.194490192345
64,37,275253.78193692333
98,73,1640671.6305960405
56,37,240847.05919480792
47,28,115761.40609947669
16,53,141195.74022293967
44,51,359536.42964743025
71,44,431830.7597918386
1,65,13273.228961416875
11,84,243837.85540102542
