98,57,1000289.3840882974
91,24,164669.7205305626
31,70,477207.92408028955
34,52,288825.4622004312
20,28,49260.172808287956
60,25,117809.72450961724
29,21,40177.82844675987
48,36,195432.19579451386
49,31,147934.45646488978
82,12,37095.92605358828
61,69,912384.4800482013
80,65,1061858.31691335
39,51,318680.017187495
66,51,539304.6444711455
9,62,108686.53944359248
62,1,194.77874452256717
26,97,768540.3772182855
30,91,780465.8629313123
87,32,279878.2063230075
14,90,356256.60691708256
39,2,490.0884539600077
58,89,1443304.2137269157
88,69,1316226.7908892084
19,70,292482.27604920976
39,1,122.52211349000193
13,51,106226.67239583167
21,66,287380.32957977994
89,88,2165235.9223365425
41,37,176334.4540533415
84,17,76265.30325854583
98,76,1778292.238379195
75,21,103908.17701748242
18,93,489089.4274961661
12,59,131230.60832575284
73,51,596503.6219150547
8,76,145166.71333707715
66,2,829.3804605477054
84,4,4222.300526424682
69,87,1640731.320856459
93,1,292.16811678385073
56,44,340598.909131591
22,10,6911.503837897545
19,38,86192.73604388956
18,76,326625.10500842356
25,49,188574.09903172732
63,34,228795.90977563747
41,12,18547.96302679414
22,63,274317.58732615353
49,58,517847.56664712715
80,51,653702.5993589641
60,72,977160.9789725692
90,83,1947818.8611522077
3,71,47510.305700238445
77,74,1324658.8255714437
28,52,237856.26298859043
76,5,5969.026041820607
47,9,11960.043232216341
9,49,67886.67565142183
91,91,2367413.117558314
35,99,1077676.2359241748
69,12,31214.864606068186
36,14,22167.07776372958
79,34,286902.8074964343
46,82,971707.1741259373
47,86,1092055.3054996552
48,51,392221.5596153785
64,37,275253.78193692333
16,54,146574.14684588538
34,33,116320.60959181568
57,91,1482885.1395694932
16,64,205887.41614566068
39,29,103041.09744509163
86,29,227218.83026353538
10,27,22902.21044466959
2,44,12164.246754699678
66,45,419873.8581522759
31,90,788853.9153163971
49,96,1418692.976878693
30,79,588200.392531617
17,93,461917.792635268
17,61,198727.72648812953
74,27,169476.35729055497
95,33,325013.46797713207
59,86,1370877.9366910565
78,37,335465.5467356253
38,86,882938.3321061041
34,58,359322.8013469862
35,42,193961.93043263385
21,34,76265.30325854583
20,73,334830.9450196001
89,79,1744994.497843797
55,16,44233.62456254429
84,8,16889.20210569873
77,9,19594.11338043954
9,54,82447.95760081052
14,30,39584.067435231394
92,49,693952.6844367565
82,74,1410675.632426732
83,100,2607521.9024795284
76,88,1848965.506714351
61,58,644667.37888724
96,28,236448.82947978217
15,64,193019.45263655687
90,37,387075.63084879844
66,96,1910892.5811019132
90,82,1901166.210246399
1,97,29559.245277626364
30,18,30536.28059289279
70,60,791681.3487046278
75,72,1221451.2237157116
73,15,51600.65933521235
77,12,34833.97934300362
50,47,346988.90858899266
26,33,88951.0543937414
88,53,776576.5712261682
41,47,284530.905042974
61,29,161166.84472181
31,49,233831.88279934187
99,97,2926365.28248501
34,6,3845.309407993907
74,85,1679652.5122417829
77,13,40881.54520116398
100,83,2164243.1790580084
40,94,1110364.5074847764
68,77,1266602.193333104
78,57,796148.6934580326
79,65,1048585.087951933
65,54,595457.4715614093
55,66,752662.7679470427
49,35,188574.09903172732
69,54,632101.0082728807
64,41,337985.1040438043
11,56,108372.38017823349
93,34,337746.3430021315
4,24,7238.229473870883
95,34,345009.7052172311
58,96,1679269.2379380448
81,8,16286.016316209487
89,14,54801.942249220345
51,4,2563.539605329271
87,63,1084801.3680625162
7,53,61773.13634753611
3,88,72985.48052819807
17,19,19279.95411508056
82,74,1410675.632426732
18,9,4580.442088933918
65,66,889510.5439374141
13,41,68653.22425889774
27,30,76340.70148223198
42,64,540454.4673823593
15,78,286701.7455666045
27,86,627350.920180653
90,94,2498320.141840747
98,85,2224404.6783742527
25,81,515299.73500506574
65,50,510508.8062083414
34,32,109377.68982738224
47,19,53303.402553458014
29,81,597747.6926058762
6,47,41638.66903067912
80,67,1128208.7537571664
65,16,52276.101755734155
68,97,2010028.6788785928
63,51,514790.79699518427
63,15,44532.07586463531
98,80,1970406.9123315183
94,82,1985662.48625735
74,65,982218.9431448487
31,36,126216.62645062352
70,68,1016870.7101139444
16,10,5026.548245743669
19,37,81715.96651252412
76,37,326863.86605009646
6,42,33250.616645594375
33,28,81279.28513367512
37,81,762643.6078074974
24,88,583883.8442255845
60,82,1267444.140164266
4,97,118236.98111050545
50,93,1358581.7430449058
26,2,326.7256359733385
45,25,88357.29338221293
54,54,494687.74560486316
54,49,407320.053908531
18,6,2035.7520395261859
35,19,39694.02317810703
57,64,733473.9200189161
94,58,993421.86254755
4,7,615.7521601035994
77,65,1022038.6300290994
98,68,1423618.994159522
47,30,132889.36924684825
24,80,482548.6315913922
95,50,746128.2552275759
1,71,15836.768566746148
11,8,2211.681228127214
14,63,174565.73738937045
30,55,285099.53331327374
25,31,75476.76350249478
42,16,33778.40421139746
72,100,2261946.710584651
73,44,443995.0065465382
57,36,232075.7325059852
22,77,409783.0625489454
75,96,2171468.842161265
67,59,732704.2298187867
84,49,633608.9727466038
100,31,301907.0540099791
92,49,693952.6844367565
18,100,565486.6776461628
44,84,975351.4216041017
24,1,75.39822368615503
31,6,3506.017401406209
54,28,133002.46658237747
22,81,453463.7668044579
65,39,310593.5576971549
64,51,522962.0794871713
79,82,1668801.4512162837
80,1,251.32741228718345
66,82,1394188.5541806926
80,38,362916.7833426929
78,21,108064.50409818171
46,63,573573.1371365029
9,67,126923.48479768122
100,42,554176.9440932396
11,98,331890.4142958401
69,4,3468.3182895631317
83,15,58669.242805789385
66,36,268719.2692174565
62,19,70315.12677264675
